# Renewables.ninja Solar PV (Point API) - 51.523, -0.128 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "51.5230684", "lon": "-0.12807509704917874", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 00:00,0,0,0,5.899
2019-01-01 01:00,2019-01-01 01:00,0,0,0,5.495
2019-01-01 02:00,2019-01-01 02:00,0,0,0,5.206
2019-01-01 03:00,2019-01-01 03:00,0,0,0,5.268
2019-01-01 04:00,2019-01-01 04:00,0,0,0,5.557
2019-01-01 05:00,2019-01-01 05:00,0,0,0,5.899
2019-01-01 06:00,2019-01-01 06:00,0,0,0,5.989
2019-01-01 07:00,2019-01-01 07:00,0,0,0,6.129
2019-01-01 08:00,2019-01-01 08:00,0.002,0.002,0.007,6.234
2019-01-01 09:00,2019-01-01 09:00,0.023,0.005,0.032,6.728
2019-01-01 10:00,2019-01-01 10:00,0.049,0.009,0.057,7.402
2019-01-01 11:00,2019-01-01 11:00,0.074,0.016,0.077,8.139
2019-01-01 12:00,2019-01-01 12:00,0.110,0.037,0.095,8.789
2019-01-01 13:00,2019-01-01 13:00,0.158,0.089,0.094,9.097
2019-01-01 14:00,2019-01-01 14:00,0.145,0.105,0.064,8.671
2019-01-01 15:00,2019-01-01 15:00,0.026,0.024,0.017,6.969
2019-01-01 16:00,2019-01-01 16:00,0,0,0,4.998
2019-01-01 17:00,2019-01-01 17:00,0,0,0,3.997
2019-01-01 18:00,2019-01-01 18:00,0,0,0,3.256
2019-01-01 19:00,2019-01-01 19:00,0,0,0,2.704
2019-01-01 20:00,2019-01-01 20:00,0,0,0,2.143
2019-01-01 21:00,2019-01-01 21:00,0,0,0,2.172
2019-01-01 22:00,2019-01-01 22:00,0,0,0,1.902
2019-01-01 23:00,2019-01-01 23:00,0,0,0,1.515
2019-01-02 00:00,2019-01-02 00:00,0,0,0,1.414
2019-01-02 01:00,2019-01-02 01:00,0,0,0,1.312
2019-01-02 02:00,2019-01-02 02:00,0,0,0,0.979
2019-01-02 03:00,2019-01-02 03:00,0,0,0,0.883
2019-01-02 04:00,2019-01-02 04:00,0,0,0,0.466
2019-01-02 05:00,2019-01-02 05:00,0,0,0,0.122
2019-01-02 06:00,2019-01-02 06:00,0,0,0,-0.192
2019-01-02 07:00,2019-01-02 07:00,0,0,0,-0.342
2019-01-02 08:00,2019-01-02 08:00,0.038,0.037,0.016,-0.027
2019-01-02 09:00,2019-01-02 09:00,0.165,0.127,0.057,1.300
2019-01-02 10:00,2019-01-02 10:00,0.281,0.226,0.080,2.564
2019-01-02 11:00,2019-01-02 11:00,0.343,0.287,0.089,4.089
2019-01-02 12:00,2019-01-02 12:00,0.348,0.295,0.088,4.974
2019-01-02 13:00,2019-01-02 13:00,0.277,0.225,0.081,5.159
2019-01-02 14:00,2019-01-02 14:00,0.149,0.111,0.058,4.659
2019-01-02 15:00,2019-01-02 15:00,0.028,0.026,0.016,2.895
2019-01-02 16:00,2019-01-02 16:00,0,0,0,1.808
2019-01-02 17:00,2019-01-02 17:00,0,0,0,1.552
2019-01-02 18:00,2019-01-02 18:00,0,0,0,1.250
2019-01-02 19:00,2019-01-02 19:00,0,0,0,0.825
2019-01-02 20:00,2019-01-02 20:00,0,0,0,0.320
2019-01-02 21:00,2019-01-02 21:00,0,0,0,-0.174
2019-01-02 22:00,2019-01-02 22:00,0,0,0,-0.689
2019-01-02 23:00,2019-01-02 23:00,0,0,0,-0.980
2019-01-03 00:00,2019-01-03 00:00,0,0,0,-0.948
2019-01-03 01:00,2019-01-03 01:00,0,0,0,-0.740
2019-01-03 02:00,2019-01-03 02:00,0,0,0,-0.662
2019-01-03 03:00,2019-01-03 03:00,0,0,0,-0.414
2019-01-03 04:00,2019-01-03 04:00,0,0,0,-0.171
2019-01-03 05:00,2019-01-03 05:00,0,0,0,-0.022
2019-01-03 06:00,2019-01-03 06:00,0,0,0,0.001
2019-01-03 07:00,2019-01-03 07:00,0,0,0,0.041
2019-01-03 08:00,2019-01-03 08:00,0.011,0.009,0.012,0.203
2019-01-03 09:00,2019-01-03 09:00,0.074,0.037,0.054,0.995
2019-01-03 10:00,2019-01-03 10:00,0.175,0.105,0.090,1.956
2019-01-03 11:00,2019-01-03 11:00,0.269,0.192,0.102,3.374
2019-01-03 12:00,2019-01-03 12:00,0.309,0.240,0.099,4.059
2019-01-03 13:00,2019-01-03 13:00,0.248,0.186,0.087,4.217
2019-01-03 14:00,2019-01-03 14:00,0.125,0.084,0.061,3.746
2019-01-03 15:00,2019-01-03 15:00,0.025,0.022,0.016,2.006
2019-01-03 16:00,2019-01-03 16:00,0,0,0,0.771
2019-01-03 17:00,2019-01-03 17:00,0,0,0,0.203
2019-01-03 18:00,2019-01-03 18:00,0,0,0,-0.280
2019-01-03 19:00,2019-01-03 19:00,0,0,0,-0.787
2019-01-03 20:00,2019-01-03 20:00,0,0,0,-1.209
2019-01-03 21:00,2019-01-03 21:00,0,0,0,-1.474
2019-01-03 22:00,2019-01-03 22:00,0,0,0,-1.416
2019-01-03 23:00,2019-01-03 23:00,0,0,0,-1.276
2019-01-04 00:00,2019-01-04 00:00,0,0,0,-1.885
2019-01-04 01:00,2019-01-04 01:00,0,0,0,-2.571
2019-01-04 02:00,2019-01-04 02:00,0,0,0,-2.782
2019-01-04 03:00,2019-01-04 03:00,0,0,0,-2.654
2019-01-04 04:00,2019-01-04 04:00,0,0,0,-2.575
2019-01-04 05:00,2019-01-04 05:00,0,0,0,-2.746
2019-01-04 06:00,2019-01-04 06:00,0,0,0,-2.804
2019-01-04 07:00,2019-01-04 07:00,0,0,0,-2.793
2019-01-04 08:00,2019-01-04 08:00,0.029,0.026,0.016,-2.253
2019-01-04 09:00,2019-01-04 09:00,0.097,0.057,0.057,-0.641
2019-01-04 10:00,2019-01-04 10:00,0.162,0.092,0.089,0.225
2019-01-04 11:00,2019-01-04 11:00,0.195,0.110,0.105,1.234
2019-01-04 12:00,2019-01-04 12:00,0.203,0.121,0.103,1.938
2019-01-04 13:00,2019-01-04 13:00,0.310,0.256,0.081,2.268
2019-01-04 14:00,2019-01-04 14:00,0.241,0.207,0.055,1.451
2019-01-04 15:00,2019-01-04 15:00,0.049,0.046,0.018,-1.086
2019-01-04 16:00,2019-01-04 16:00,0,0,0,-1.603
2019-01-04 17:00,2019-01-04 17:00,0,0,0,-1.169
2019-01-04 18:00,2019-01-04 18:00,0,0,0,-1.289
2019-01-04 19:00,2019-01-04 19:00,0,0,0,-1.338
2019-01-04 20:00,2019-01-04 20:00,0,0,0,-1.035
2019-01-04 21:00,2019-01-04 21:00,0,0,0,-0.811
2019-01-04 22:00,2019-01-04 22:00,0,0,0,-0.769
2019-01-04 23:00,2019-01-04 23:00,0,0,0,-0.817
2019-01-05 00:00,2019-01-05 00:00,0,0,0,-0.760
2019-01-05 01:00,2019-01-05 01:00,0,0,0,-0.685
2019-01-05 02:00,2019-01-05 02:00,0,0,0,-0.539
2019-01-05 03:00,2019-01-05 03:00,0,0,0,-0.410
2019-01-05 04:00,2019-01-05 04:00,0,0,0,-0.349
2019-01-05 05:00,2019-01-05 05:00,0,0,0,-0.349
2019-01-05 06:00,2019-01-05 06:00,0,0,0,-0.398
2019-01-05 07:00,2019-01-05 07:00,0,0,0,-0.357
2019-01-05 08:00,2019-01-05 08:00,0.009,0.006,0.012,-0.118
2019-01-05 09:00,2019-01-05 09:00,0.056,0.021,0.051,0.747
2019-01-05 10:00,2019-01-05 10:00,0.128,0.056,0.091,1.773
2019-01-05 11:00,2019-01-05 11:00,0.148,0.061,0.106,2.624
2019-01-05 12:00,2019-01-05 12:00,0.134,0.050,0.103,3.203
2019-01-05 13:00,2019-01-05 13:00,0.101,0.035,0.085,3.314
2019-01-05 14:00,2019-01-05 14:00,0.055,0.019,0.052,2.865
2019-01-05 15:00,2019-01-05 15:00,0.009,0.006,0.013,1.628
2019-01-05 16:00,2019-01-05 16:00,0,0,0,0.821
2019-01-05 17:00,2019-01-05 17:00,0,0,0,0.871
2019-01-05 18:00,2019-01-05 18:00,0,0,0,0.858
2019-01-05 19:00,2019-01-05 19:00,0,0,0,0.888
2019-01-05 20:00,2019-01-05 20:00,0,0,0,0.942
2019-01-05 21:00,2019-01-05 21:00,0,0,0,0.946
2019-01-05 22:00,2019-01-05 22:00,0,0,0,1.063
2019-01-05 23:00,2019-01-05 23:00,0,0,0,1.302
2019-01-06 00:00,2019-01-06 00:00,0,0,0,1.497
2019-01-06 01:00,2019-01-06 01:00,0,0,0,1.708
2019-01-06 02:00,2019-01-06 02:00,0,0,0,1.845
2019-01-06 03:00,2019-01-06 03:00,0,0,0,2.006
2019-01-06 04:00,2019-01-06 04:00,0,0,0,2.092
2019-01-06 05:00,2019-01-06 05:00,0,0,0,2.131
2019-01-06 06:00,2019-01-06 06:00,0,0,0,2.203
2019-01-06 07:00,2019-01-06 07:00,0,0,0,2.312
2019-01-06 08:00,2019-01-06 08:00,0.004,0.003,0.010,2.553
2019-01-06 09:00,2019-01-06 09:00,0.045,0.014,0.047,3.247
2019-01-06 10:00,2019-01-06 10:00,0.120,0.049,0.090,4.296
2019-01-06 11:00,2019-01-06 11:00,0.180,0.091,0.112,5.372
2019-01-06 12:00,2019-01-06 12:00,0.203,0.111,0.116,6.138
2019-01-06 13:00,2019-01-06 13:00,0.086,0.026,0.079,6.353
2019-01-06 14:00,2019-01-06 14:00,0.036,0.009,0.043,6.079
2019-01-06 15:00,2019-01-06 15:00,0.004,0.002,0.010,5.245
2019-01-06 16:00,2019-01-06 16:00,0,0,0,4.854
2019-01-06 17:00,2019-01-06 17:00,0,0,0,4.923
2019-01-06 18:00,2019-01-06 18:00,0,0,0,4.913
2019-01-06 19:00,2019-01-06 19:00,0,0,0,4.960
2019-01-06 20:00,2019-01-06 20:00,0,0,0,4.933
2019-01-06 21:00,2019-01-06 21:00,0,0,0,4.922
2019-01-06 22:00,2019-01-06 22:00,0,0,0,4.733
2019-01-06 23:00,2019-01-06 23:00,0,0,0,4.413
2019-01-07 00:00,2019-01-07 00:00,0,0,0,4.081
2019-01-07 01:00,2019-01-07 01:00,0,0,0,3.808
2019-01-07 02:00,2019-01-07 02:00,0,0,0,3.758
2019-01-07 03:00,2019-01-07 03:00,0,0,0,3.947
2019-01-07 04:00,2019-01-07 04:00,0,0,0,3.868
2019-01-07 05:00,2019-01-07 05:00,0,0,0,3.859
2019-01-07 06:00,2019-01-07 06:00,0,0,0,3.896
2019-01-07 07:00,2019-01-07 07:00,0,0,0,4.013
2019-01-07 08:00,2019-01-07 08:00,0.001,0.001,0.007,4.314
2019-01-07 09:00,2019-01-07 09:00,0.016,0.002,0.026,4.941
2019-01-07 10:00,2019-01-07 10:00,0.056,0.010,0.064,5.965
2019-01-07 11:00,2019-01-07 11:00,0.080,0.015,0.084,6.902
2019-01-07 12:00,2019-01-07 12:00,0.079,0.015,0.084,7.645
2019-01-07 13:00,2019-01-07 13:00,0.057,0.010,0.065,8.149
2019-01-07 14:00,2019-01-07 14:00,0.038,0.009,0.046,8.315
2019-01-07 15:00,2019-01-07 15:00,0.012,0.006,0.017,7.939
2019-01-07 16:00,2019-01-07 16:00,0,0,0,7.607
2019-01-07 17:00,2019-01-07 17:00,0,0,0,7.646
2019-01-07 18:00,2019-01-07 18:00,0,0,0,7.793
2019-01-07 19:00,2019-01-07 19:00,0,0,0,7.838
2019-01-07 20:00,2019-01-07 20:00,0,0,0,7.712
2019-01-07 21:00,2019-01-07 21:00,0,0,0,7.756
2019-01-07 22:00,2019-01-07 22:00,0,0,0,7.499
2019-01-07 23:00,2019-01-07 23:00,0,0,0,6.779
2019-01-08 00:00,2019-01-08 00:00,0,0,0,5.607
2019-01-08 01:00,2019-01-08 01:00,0,0,0,4.550
2019-01-08 02:00,2019-01-08 02:00,0,0,0,3.840
2019-01-08 03:00,2019-01-08 03:00,0,0,0,3.509
2019-01-08 04:00,2019-01-08 04:00,0,0,0,3.291
2019-01-08 05:00,2019-01-08 05:00,0,0,0,3.225
2019-01-08 06:00,2019-01-08 06:00,0,0,0,3.150
2019-01-08 07:00,2019-01-08 07:00,0,0,0,3.187
2019-01-08 08:00,2019-01-08 08:00,0.010,0.007,0.013,3.614
2019-01-08 09:00,2019-01-08 09:00,0.041,0.014,0.043,4.456
2019-01-08 10:00,2019-01-08 10:00,0.139,0.071,0.089,5.526
2019-01-08 11:00,2019-01-08 11:00,0.377,0.328,0.091,6.685
2019-01-08 12:00,2019-01-08 12:00,0.468,0.457,0.072,7.405
2019-01-08 13:00,2019-01-08 13:00,0.402,0.384,0.066,7.489
2019-01-08 14:00,2019-01-08 14:00,0.255,0.230,0.055,6.891
2019-01-08 15:00,2019-01-08 15:00,0.059,0.054,0.022,5.274
2019-01-08 16:00,2019-01-08 16:00,0,0,0,3.590
2019-01-08 17:00,2019-01-08 17:00,0,0,0,3.055
2019-01-08 18:00,2019-01-08 18:00,0,0,0,2.515
2019-01-08 19:00,2019-01-08 19:00,0,0,0,2.284
2019-01-08 20:00,2019-01-08 20:00,0,0,0,2.208
2019-01-08 21:00,2019-01-08 21:00,0,0,0,2.139
2019-01-08 22:00,2019-01-08 22:00,0,0,0,2.044
2019-01-08 23:00,2019-01-08 23:00,0,0,0,1.812
2019-01-09 00:00,2019-01-09 00:00,0,0,0,1.716
2019-01-09 01:00,2019-01-09 01:00,0,0,0,1.720
2019-01-09 02:00,2019-01-09 02:00,0,0,0,1.676
2019-01-09 03:00,2019-01-09 03:00,0,0,0,1.572
2019-01-09 04:00,2019-01-09 04:00,0,0,0,1.391
2019-01-09 05:00,2019-01-09 05:00,0,0,0,1.178
2019-01-09 06:00,2019-01-09 06:00,0,0,0,0.968
2019-01-09 07:00,2019-01-09 07:00,0,0,0,0.808
2019-01-09 08:00,2019-01-09 08:00,0.044,0.039,0.019,0.819
2019-01-09 09:00,2019-01-09 09:00,0.165,0.122,0.062,1.547
2019-01-09 10:00,2019-01-09 10:00,0.334,0.284,0.079,2.646
2019-01-09 11:00,2019-01-09 11:00,0.423,0.383,0.082,3.708
2019-01-09 12:00,2019-01-09 12:00,0.403,0.359,0.085,4.406
2019-01-09 13:00,2019-01-09 13:00,0.313,0.262,0.082,4.608
2019-01-09 14:00,2019-01-09 14:00,0.147,0.104,0.064,4.227
2019-01-09 15:00,2019-01-09 15:00,0.026,0.020,0.020,3.262
2019-01-09 16:00,2019-01-09 16:00,0,0,0,2.186
2019-01-09 17:00,2019-01-09 17:00,0,0,0,1.619
2019-01-09 18:00,2019-01-09 18:00,0,0,0,1.064
2019-01-09 19:00,2019-01-09 19:00,0,0,0,0.890
2019-01-09 20:00,2019-01-09 20:00,0,0,0,0.605
2019-01-09 21:00,2019-01-09 21:00,0,0,0,0.509
2019-01-09 22:00,2019-01-09 22:00,0,0,0,0.581
2019-01-09 23:00,2019-01-09 23:00,0,0,0,0.465
2019-01-10 00:00,2019-01-10 00:00,0,0,0,0.193
2019-01-10 01:00,2019-01-10 01:00,0,0,0,-0.107
2019-01-10 02:00,2019-01-10 02:00,0,0,0,-0.294
2019-01-10 03:00,2019-01-10 03:00,0,0,0,-0.318
2019-01-10 04:00,2019-01-10 04:00,0,0,0,-0.306
2019-01-10 05:00,2019-01-10 05:00,0,0,0,-0.293
2019-01-10 06:00,2019-01-10 06:00,0,0,0,-0.274
2019-01-10 07:00,2019-01-10 07:00,0,0,0,-0.353
2019-01-10 08:00,2019-01-10 08:00,0.014,0.009,0.017,-0.248
2019-01-10 09:00,2019-01-10 09:00,0.070,0.026,0.061,0.743
2019-01-10 10:00,2019-01-10 10:00,0.103,0.032,0.089,1.715
2019-01-10 11:00,2019-01-10 11:00,0.103,0.025,0.097,2.676
2019-01-10 12:00,2019-01-10 12:00,0.084,0.015,0.086,3.186
2019-01-10 13:00,2019-01-10 13:00,0.050,0.007,0.059,3.295
2019-01-10 14:00,2019-01-10 14:00,0.021,0.003,0.031,3.180
2019-01-10 15:00,2019-01-10 15:00,0.001,0.001,0.006,2.839
2019-01-10 16:00,2019-01-10 16:00,0,0,0,2.493
2019-01-10 17:00,2019-01-10 17:00,0,0,0,2.473
2019-01-10 18:00,2019-01-10 18:00,0,0,0,2.596
2019-01-10 19:00,2019-01-10 19:00,0,0,0,2.882
2019-01-10 20:00,2019-01-10 20:00,0,0,0,3.066
2019-01-10 21:00,2019-01-10 21:00,0,0,0,3.343
2019-01-10 22:00,2019-01-10 22:00,0,0,0,3.821
2019-01-10 23:00,2019-01-10 23:00,0,0,0,4.166
2019-01-11 00:00,2019-01-11 00:00,0,0,0,4.294
2019-01-11 01:00,2019-01-11 01:00,0,0,0,4.204
2019-01-11 02:00,2019-01-11 02:00,0,0,0,3.869
2019-01-11 03:00,2019-01-11 03:00,0,0,0,3.525
2019-01-11 04:00,2019-01-11 04:00,0,0,0,3.217
2019-01-11 05:00,2019-01-11 05:00,0,0,0,3.283
2019-01-11 06:00,2019-01-11 06:00,0,0,0,3.287
2019-01-11 07:00,2019-01-11 07:00,0,0,0,3.219
2019-01-11 08:00,2019-01-11 08:00,0.009,0.005,0.014,3.256
2019-01-11 09:00,2019-01-11 09:00,0.057,0.018,0.055,3.846
2019-01-11 10:00,2019-01-11 10:00,0.082,0.021,0.079,4.514
2019-01-11 11:00,2019-01-11 11:00,0.073,0.013,0.078,4.955
2019-01-11 12:00,2019-01-11 12:00,0.095,0.023,0.092,5.442
2019-01-11 13:00,2019-01-11 13:00,0.147,0.067,0.102,6.019
2019-01-11 14:00,2019-01-11 14:00,0.098,0.049,0.069,5.847
2019-01-11 15:00,2019-01-11 15:00,0.015,0.008,0.019,4.335
2019-01-11 16:00,2019-01-11 16:00,0,0,0,3.570
2019-01-11 17:00,2019-01-11 17:00,0,0,0,3.538
2019-01-11 18:00,2019-01-11 18:00,0,0,0,3.508
2019-01-11 19:00,2019-01-11 19:00,0,0,0,3.659
2019-01-11 20:00,2019-01-11 20:00,0,0,0,3.571
2019-01-11 21:00,2019-01-11 21:00,0,0,0,3.244
2019-01-11 22:00,2019-01-11 22:00,0,0,0,2.967
2019-01-11 23:00,2019-01-11 23:00,0,0,0,2.925
2019-01-12 00:00,2019-01-12 00:00,0,0,0,3.145
2019-01-12 01:00,2019-01-12 01:00,0,0,0,3.205
2019-01-12 02:00,2019-01-12 02:00,0,0,0,3.218
2019-01-12 03:00,2019-01-12 03:00,0,0,0,3.265
2019-01-12 04:00,2019-01-12 04:00,0,0,0,3.287
2019-01-12 05:00,2019-01-12 05:00,0,0,0,3.458
2019-01-12 06:00,2019-01-12 06:00,0,0,0,3.987
2019-01-12 07:00,2019-01-12 07:00,0,-0,0,4.926
2019-01-12 08:00,2019-01-12 08:00,0,0,0.005,5.513
2019-01-12 09:00,2019-01-12 09:00,0.007,0.001,0.016,6.269
2019-01-12 10:00,2019-01-12 10:00,0.018,0.001,0.030,7.023
2019-01-12 11:00,2019-01-12 11:00,0.038,0.003,0.051,7.585
2019-01-12 12:00,2019-01-12 12:00,0.061,0.007,0.073,7.984
2019-01-12 13:00,2019-01-12 13:00,0.056,0.007,0.067,8.046
2019-01-12 14:00,2019-01-12 14:00,0.022,0.003,0.033,7.624
2019-01-12 15:00,2019-01-12 15:00,0.003,0.001,0.010,7.097
2019-01-12 16:00,2019-01-12 16:00,0,0,0,6.640
2019-01-12 17:00,2019-01-12 17:00,0,0,0,6.421
2019-01-12 18:00,2019-01-12 18:00,0,0,0,6.335
2019-01-12 19:00,2019-01-12 19:00,0,0,0,6.390
2019-01-12 20:00,2019-01-12 20:00,0,0,0,6.627
2019-01-12 21:00,2019-01-12 21:00,0,0,0,6.732
2019-01-12 22:00,2019-01-12 22:00,0,0,0,6.867
2019-01-12 23:00,2019-01-12 23:00,0,0,0,7.166
2019-01-13 00:00,2019-01-13 00:00,0,0,0,7.603
2019-01-13 01:00,2019-01-13 01:00,0,0,0,7.776
2019-01-13 02:00,2019-01-13 02:00,0,0,0,7.821
2019-01-13 03:00,2019-01-13 03:00,0,0,0,7.910
2019-01-13 04:00,2019-01-13 04:00,0,0,0,7.900
2019-01-13 05:00,2019-01-13 05:00,0,0,0,7.791
2019-01-13 06:00,2019-01-13 06:00,0,0,0,7.707
2019-01-13 07:00,2019-01-13 07:00,0,-0,0,7.718
2019-01-13 08:00,2019-01-13 08:00,0.008,0.004,0.014,7.790
2019-01-13 09:00,2019-01-13 09:00,0.034,0.007,0.042,8.076
2019-01-13 10:00,2019-01-13 10:00,0.050,0.008,0.060,8.361
2019-01-13 11:00,2019-01-13 11:00,0.096,0.023,0.094,8.791
2019-01-13 12:00,2019-01-13 12:00,0.186,0.090,0.124,9.413
2019-01-13 13:00,2019-01-13 13:00,0.190,0.108,0.109,9.756
2019-01-13 14:00,2019-01-13 14:00,0.069,0.025,0.064,9.596
2019-01-13 15:00,2019-01-13 15:00,0.007,0.003,0.015,9.226
2019-01-13 16:00,2019-01-13 16:00,0,0,0,8.916
2019-01-13 17:00,2019-01-13 17:00,0,0,0,8.524
2019-01-13 18:00,2019-01-13 18:00,0,0,0,8.071
2019-01-13 19:00,2019-01-13 19:00,0,0,0,7.538
2019-01-13 20:00,2019-01-13 20:00,0,0,0,6.922
2019-01-13 21:00,2019-01-13 21:00,0,0,0,6.119
2019-01-13 22:00,2019-01-13 22:00,0,0,0,5.504
2019-01-13 23:00,2019-01-13 23:00,0,0,0,5.073
2019-01-14 00:00,2019-01-14 00:00,0,0,0,4.762
2019-01-14 01:00,2019-01-14 01:00,0,0,0,4.703
2019-01-14 02:00,2019-01-14 02:00,0,0,0,4.778
2019-01-14 03:00,2019-01-14 03:00,0,0,0,4.888
2019-01-14 04:00,2019-01-14 04:00,0,0,0,4.932
2019-01-14 05:00,2019-01-14 05:00,0,0,0,4.934
2019-01-14 06:00,2019-01-14 06:00,0,0,0,4.963
2019-01-14 07:00,2019-01-14 07:00,0,-0,0,5.034
2019-01-14 08:00,2019-01-14 08:00,0.006,0.003,0.013,5.373
2019-01-14 09:00,2019-01-14 09:00,0.029,0.005,0.038,5.982
2019-01-14 10:00,2019-01-14 10:00,0.057,0.009,0.065,6.523
2019-01-14 11:00,2019-01-14 11:00,0.115,0.031,0.105,6.967
2019-01-14 12:00,2019-01-14 12:00,0.146,0.052,0.117,7.258
2019-01-14 13:00,2019-01-14 13:00,0.129,0.049,0.102,7.322
2019-01-14 14:00,2019-01-14 14:00,0.070,0.024,0.065,7.002
2019-01-14 15:00,2019-01-14 15:00,0.011,0.004,0.018,5.913
2019-01-14 16:00,2019-01-14 16:00,0,0,0,5.146
2019-01-14 17:00,2019-01-14 17:00,0,0,0,4.917
2019-01-14 18:00,2019-01-14 18:00,0,0,0,4.402
2019-01-14 19:00,2019-01-14 19:00,0,0,0,3.732
2019-01-14 20:00,2019-01-14 20:00,0,0,0,2.925
2019-01-14 21:00,2019-01-14 21:00,0,0,0,2.270
2019-01-14 22:00,2019-01-14 22:00,0,0,0,1.807
2019-01-14 23:00,2019-01-14 23:00,0,0,0,1.759
2019-01-15 00:00,2019-01-15 00:00,0,0,0,2.085
2019-01-15 01:00,2019-01-15 01:00,0,0,0,2.427
2019-01-15 02:00,2019-01-15 02:00,0,0,0,2.657
2019-01-15 03:00,2019-01-15 03:00,0,0,0,2.780
2019-01-15 04:00,2019-01-15 04:00,0,0,0,2.881
2019-01-15 05:00,2019-01-15 05:00,0,0,0,3.060
2019-01-15 06:00,2019-01-15 06:00,0,0,0,3.165
2019-01-15 07:00,2019-01-15 07:00,0,0,0,3.244
2019-01-15 08:00,2019-01-15 08:00,0.001,0.001,0.006,3.666
2019-01-15 09:00,2019-01-15 09:00,0.015,0.002,0.025,4.383
2019-01-15 10:00,2019-01-15 10:00,0.051,0.006,0.062,5.322
2019-01-15 11:00,2019-01-15 11:00,0.079,0.012,0.086,6.302
2019-01-15 12:00,2019-01-15 12:00,0.083,0.014,0.089,6.979
2019-01-15 13:00,2019-01-15 13:00,0.079,0.016,0.083,7.325
2019-01-15 14:00,2019-01-15 14:00,0.051,0.012,0.057,7.285
2019-01-15 15:00,2019-01-15 15:00,0.009,0.003,0.017,6.862
2019-01-15 16:00,2019-01-15 16:00,0,0,0,6.493
2019-01-15 17:00,2019-01-15 17:00,0,0,0,6.462
2019-01-15 18:00,2019-01-15 18:00,0,0,0,6.339
2019-01-15 19:00,2019-01-15 19:00,0,0,0,6.249
2019-01-15 20:00,2019-01-15 20:00,0,0,0,6.170
2019-01-15 21:00,2019-01-15 21:00,0,0,0,6.060
2019-01-15 22:00,2019-01-15 22:00,0,0,0,6.008
2019-01-15 23:00,2019-01-15 23:00,0,0,0,5.925
2019-01-16 00:00,2019-01-16 00:00,0,0,0,5.974
2019-01-16 01:00,2019-01-16 01:00,0,0,0,6.079
2019-01-16 02:00,2019-01-16 02:00,0,0,0,6.310
2019-01-16 03:00,2019-01-16 03:00,0,0,0,6.460
2019-01-16 04:00,2019-01-16 04:00,0,0,0,6.536
2019-01-16 05:00,2019-01-16 05:00,0,0,0,6.552
2019-01-16 06:00,2019-01-16 06:00,0,0,0,6.571
2019-01-16 07:00,2019-01-16 07:00,0,0,0,6.540
2019-01-16 08:00,2019-01-16 08:00,0.009,0.004,0.016,6.585
2019-01-16 09:00,2019-01-16 09:00,0.037,0.007,0.046,7.015
2019-01-16 10:00,2019-01-16 10:00,0.048,0.006,0.059,7.469
2019-01-16 11:00,2019-01-16 11:00,0.062,0.007,0.073,7.876
2019-01-16 12:00,2019-01-16 12:00,0.068,0.009,0.078,8.174
2019-01-16 13:00,2019-01-16 13:00,0.061,0.009,0.071,8.301
2019-01-16 14:00,2019-01-16 14:00,0.034,0.005,0.044,8.172
2019-01-16 15:00,2019-01-16 15:00,0.006,0.002,0.014,7.664
2019-01-16 16:00,2019-01-16 16:00,0,0,0,6.700
2019-01-16 17:00,2019-01-16 17:00,0,0,0,5.397
2019-01-16 18:00,2019-01-16 18:00,0,0,0,4.183
2019-01-16 19:00,2019-01-16 19:00,0,0,0,3.428
2019-01-16 20:00,2019-01-16 20:00,0,0,0,3.047
2019-01-16 21:00,2019-01-16 21:00,0,0,0,2.908
2019-01-16 22:00,2019-01-16 22:00,0,0,0,2.812
2019-01-16 23:00,2019-01-16 23:00,0,0,0,2.735
2019-01-17 00:00,2019-01-17 00:00,0,0,0,2.796
2019-01-17 01:00,2019-01-17 01:00,0,0,0,2.909
2019-01-17 02:00,2019-01-17 02:00,0,0,0,2.991
2019-01-17 03:00,2019-01-17 03:00,0,0,0,3.119
2019-01-17 04:00,2019-01-17 04:00,0,0,0,3.064
2019-01-17 05:00,2019-01-17 05:00,0,0,0,2.828
2019-01-17 06:00,2019-01-17 06:00,0,0,0,2.572
2019-01-17 07:00,2019-01-17 07:00,0,0,0,2.030
2019-01-17 08:00,2019-01-17 08:00,0.035,0.025,0.024,1.365
2019-01-17 09:00,2019-01-17 09:00,0.276,0.236,0.063,1.436
2019-01-17 10:00,2019-01-17 10:00,0.472,0.454,0.064,2.059
2019-01-17 11:00,2019-01-17 11:00,0.514,0.499,0.071,2.947
2019-01-17 12:00,2019-01-17 12:00,0.497,0.477,0.074,3.570
