# Renewables.ninja Solar PV (Point API) - 51.523, -0.128 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "51.5230684", "lon": "-0.12807509704917874", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-04-07 07:00,2019-04-07 08:00,0.108,0.017,0.112,6.539
2019-04-07 08:00,2019-04-07 09:00,0.232,0.075,0.186,7.903
2019-04-07 09:00,2019-04-07 10:00,0.394,0.221,0.225,9.661
2019-04-07 10:00,2019-04-07 11:00,0.447,0.256,0.257,11.141
2019-04-07 11:00,2019-04-07 12:00,0.377,0.145,0.286,11.972
2019-04-07 12:00,2019-04-07 13:00,0.269,0.053,0.254,12.078
2019-04-07 13:00,2019-04-07 14:00,0.206,0.027,0.211,11.934
2019-04-07 14:00,2019-04-07 15:00,0.155,0.015,0.167,11.734
2019-04-07 15:00,2019-04-07 16:00,0.108,0.009,0.123,11.510
2019-04-07 16:00,2019-04-07 17:00,0.065,0.005,0.081,11.192
2019-04-07 17:00,2019-04-07 18:00,0.025,0.001,0.039,10.558
2019-04-07 18:00,2019-04-07 19:00,0,0,0.005,9.143
2019-04-07 19:00,2019-04-07 20:00,0,0,0,8.201
2019-04-07 20:00,2019-04-07 21:00,0,0,0,7.552
2019-04-07 21:00,2019-04-07 22:00,0,0,0,6.993
2019-04-07 22:00,2019-04-07 23:00,0,0,0,6.704
2019-04-07 23:00,2019-04-08 00:00,0,0,0,6.366
2019-04-08 00:00,2019-04-08 01:00,0,0,0,6.102
2019-04-08 01:00,2019-04-08 02:00,0,0,0,5.860
2019-04-08 02:00,2019-04-08 03:00,0,0,0,5.661
2019-04-08 03:00,2019-04-08 04:00,0,0,0,5.524
2019-04-08 04:00,2019-04-08 05:00,0,0,0,5.423
2019-04-08 05:00,2019-04-08 06:00,0,0,0.003,5.381
2019-04-08 06:00,2019-04-08 07:00,0.019,0.001,0.032,5.706
2019-04-08 07:00,2019-04-08 08:00,0.063,0.004,0.077,6.295
2019-04-08 08:00,2019-04-08 09:00,0.124,0.012,0.133,7.067
2019-04-08 09:00,2019-04-08 10:00,0.200,0.031,0.196,8.154
2019-04-08 10:00,2019-04-08 11:00,0.273,0.061,0.246,9.371
2019-04-08 11:00,2019-04-08 12:00,0.383,0.150,0.286,10.889
2019-04-08 12:00,2019-04-08 13:00,0.449,0.241,0.279,12.254
2019-04-08 13:00,2019-04-08 14:00,0.429,0.237,0.261,13.237
2019-04-08 14:00,2019-04-08 15:00,0.346,0.162,0.237,13.579
2019-04-08 15:00,2019-04-08 16:00,0.219,0.065,0.189,13.470
2019-04-08 16:00,2019-04-08 17:00,0.104,0.015,0.113,13.010
2019-04-08 17:00,2019-04-08 18:00,0.035,0.003,0.049,12.022
2019-04-08 18:00,2019-04-08 19:00,0,0,0.006,10.492
2019-04-08 19:00,2019-04-08 20:00,0,0,0,9.721
2019-04-08 20:00,2019-04-08 21:00,0,0,0,9.183
2019-04-08 21:00,2019-04-08 22:00,0,0,0,8.777
2019-04-08 22:00,2019-04-08 23:00,0,0,0,8.509
2019-04-08 23:00,2019-04-09 00:00,0,0,0,8.137
2019-04-09 00:00,2019-04-09 01:00,0,0,0,7.638
2019-04-09 01:00,2019-04-09 02:00,0,0,0,7.317
2019-04-09 02:00,2019-04-09 03:00,0,0,0,7.152
2019-04-09 03:00,2019-04-09 04:00,0,0,0,6.943
2019-04-09 04:00,2019-04-09 05:00,0,0,0,6.692
2019-04-09 05:00,2019-04-09 06:00,0,0,0.004,6.632
2019-04-09 06:00,2019-04-09 07:00,0.019,0.001,0.031,6.774
2019-04-09 07:00,2019-04-09 08:00,0.058,0.004,0.072,7.104
2019-04-09 08:00,2019-04-09 09:00,0.130,0.014,0.138,7.845
2019-04-09 09:00,2019-04-09 10:00,0.172,0.020,0.177,8.755
2019-04-09 10:00,2019-04-09 11:00,0.218,0.032,0.216,9.592
2019-04-09 11:00,2019-04-09 12:00,0.285,0.061,0.261,10.400
2019-04-09 12:00,2019-04-09 13:00,0.351,0.116,0.284,11.113
2019-04-09 13:00,2019-04-09 14:00,0.382,0.168,0.268,11.527
2019-04-09 14:00,2019-04-09 15:00,0.391,0.219,0.228,11.528
2019-04-09 15:00,2019-04-09 16:00,0.316,0.175,0.184,11.072
2019-04-09 16:00,2019-04-09 17:00,0.178,0.068,0.137,10.156
2019-04-09 17:00,2019-04-09 18:00,0.061,0.011,0.069,8.870
2019-04-09 18:00,2019-04-09 19:00,0.002,0,0.010,7.284
2019-04-09 19:00,2019-04-09 20:00,0,0,0,6.081
2019-04-09 20:00,2019-04-09 21:00,0,0,0,5.360
2019-04-09 21:00,2019-04-09 22:00,0,0,0,4.853
2019-04-09 22:00,2019-04-09 23:00,0,0,0,4.518
2019-04-09 23:00,2019-04-10 00:00,0,0,0,4.273
2019-04-10 00:00,2019-04-10 01:00,0,0,0,4.008
2019-04-10 01:00,2019-04-10 02:00,0,0,0,3.772
2019-04-10 02:00,2019-04-10 03:00,0,0,0,3.557
2019-04-10 03:00,2019-04-10 04:00,0,0,0,3.137
2019-04-10 04:00,2019-04-10 05:00,0,0,0,2.736
2019-04-10 05:00,2019-04-10 06:00,0.003,0,0.010,2.464
2019-04-10 06:00,2019-04-10 07:00,0.082,0.041,0.059,3.455
2019-04-10 07:00,2019-04-10 08:00,0.294,0.261,0.064,5.638
2019-04-10 08:00,2019-04-10 09:00,0.492,0.494,0.065,7.772
2019-04-10 09:00,2019-04-10 10:00,0.640,0.687,0.069,9.040
2019-04-10 10:00,2019-04-10 11:00,0.737,0.825,0.073,10.021
2019-04-10 11:00,2019-04-10 12:00,0.783,0.897,0.075,10.735
2019-04-10 12:00,2019-04-10 13:00,0.781,0.897,0.075,11.145
2019-04-10 13:00,2019-04-10 14:00,0.735,0.828,0.073,11.209
2019-04-10 14:00,2019-04-10 15:00,0.640,0.695,0.069,10.942
2019-04-10 15:00,2019-04-10 16:00,0.497,0.509,0.064,10.348
2019-04-10 16:00,2019-04-10 17:00,0.311,0.292,0.058,9.328
2019-04-10 17:00,2019-04-10 18:00,0.111,0.085,0.047,7.773
2019-04-10 18:00,2019-04-10 19:00,0.004,0,0.012,5.307
2019-04-10 19:00,2019-04-10 20:00,0,0,0,3.598
2019-04-10 20:00,2019-04-10 21:00,0,0,0,2.688
2019-04-10 21:00,2019-04-10 22:00,0,0,0,1.886
2019-04-10 22:00,2019-04-10 23:00,0,0,0,1.143
2019-04-10 23:00,2019-04-11 00:00,0,0,0,0.563
2019-04-11 00:00,2019-04-11 01:00,0,0,0,0.056
2019-04-11 01:00,2019-04-11 02:00,0,0,0,-0.375
2019-04-11 02:00,2019-04-11 03:00,0,0,0,-0.749
2019-04-11 03:00,2019-04-11 04:00,0,0,0,-1.049
2019-04-11 04:00,2019-04-11 05:00,0,0,0,-1.290
2019-04-11 05:00,2019-04-11 06:00,0.003,0,0.011,-1.097
2019-04-11 06:00,2019-04-11 07:00,0.110,0.085,0.043,1.362
2019-04-11 07:00,2019-04-11 08:00,0.318,0.295,0.053,3.949
2019-04-11 08:00,2019-04-11 09:00,0.507,0.513,0.060,6.231
2019-04-11 09:00,2019-04-11 10:00,0.652,0.699,0.066,7.595
2019-04-11 10:00,2019-04-11 11:00,0.746,0.832,0.071,8.750
2019-04-11 11:00,2019-04-11 12:00,0.789,0.901,0.074,9.694
2019-04-11 12:00,2019-04-11 13:00,0.782,0.892,0.076,10.385
2019-04-11 13:00,2019-04-11 14:00,0.732,0.821,0.074,10.781
2019-04-11 14:00,2019-04-11 15:00,0.635,0.686,0.071,10.801
2019-04-11 15:00,2019-04-11 16:00,0.489,0.497,0.067,10.478
2019-04-11 16:00,2019-04-11 17:00,0.304,0.282,0.061,9.794
2019-04-11 17:00,2019-04-11 18:00,0.108,0.080,0.050,8.470
2019-04-11 18:00,2019-04-11 19:00,0.004,0,0.013,5.365
2019-04-11 19:00,2019-04-11 20:00,0,0,0,3.678
2019-04-11 20:00,2019-04-11 21:00,0,0,0,2.906
2019-04-11 21:00,2019-04-11 22:00,0,0,0,2.082
2019-04-11 22:00,2019-04-11 23:00,0,0,0,1.357
2019-04-11 23:00,2019-04-12 00:00,0,0,0,0.715
2019-04-12 00:00,2019-04-12 01:00,0,0,0,0.160
2019-04-12 01:00,2019-04-12 02:00,0,0,0,-0.313
2019-04-12 02:00,2019-04-12 03:00,0,0,0,-0.674
2019-04-12 03:00,2019-04-12 04:00,0,0,0,-0.921
2019-04-12 04:00,2019-04-12 05:00,0,0,0,-1.104
2019-04-12 05:00,2019-04-12 06:00,0.005,0,0.013,-0.794
2019-04-12 06:00,2019-04-12 07:00,0.107,0.070,0.055,1.859
2019-04-12 07:00,2019-04-12 08:00,0.297,0.254,0.072,4.406
2019-04-12 08:00,2019-04-12 09:00,0.467,0.439,0.086,6.733
2019-04-12 09:00,2019-04-12 10:00,0.586,0.575,0.103,7.960
2019-04-12 10:00,2019-04-12 11:00,0.667,0.677,0.114,8.877
2019-04-12 11:00,2019-04-12 12:00,0.701,0.721,0.123,9.559
2019-04-12 12:00,2019-04-12 13:00,0.687,0.695,0.130,9.971
2019-04-12 13:00,2019-04-12 14:00,0.646,0.641,0.128,10.174
2019-04-12 14:00,2019-04-12 15:00,0.496,0.420,0.150,9.910
2019-04-12 15:00,2019-04-12 16:00,0.353,0.251,0.148,9.424
2019-04-12 16:00,2019-04-12 17:00,0.188,0.090,0.124,8.652
2019-04-12 17:00,2019-04-12 18:00,0.072,0.020,0.071,7.560
2019-04-12 18:00,2019-04-12 19:00,0.004,0,0.013,5.486
2019-04-12 19:00,2019-04-12 20:00,0,0,0,4.277
2019-04-12 20:00,2019-04-12 21:00,0,0,0,3.627
2019-04-12 21:00,2019-04-12 22:00,0,0,0,3.196
2019-04-12 22:00,2019-04-12 23:00,0,0,0,2.297
2019-04-12 23:00,2019-04-13 00:00,0,0,0,1.693
2019-04-13 00:00,2019-04-13 01:00,0,0,0,1.100
2019-04-13 01:00,2019-04-13 02:00,0,0,0,0.499
2019-04-13 02:00,2019-04-13 03:00,0,0,0,0.103
2019-04-13 03:00,2019-04-13 04:00,0,0,0,-0.143
2019-04-13 04:00,2019-04-13 05:00,0,0,0,-0.313
2019-04-13 05:00,2019-04-13 06:00,0.006,0,0.015,-0.071
2019-04-13 06:00,2019-04-13 07:00,0.098,0.048,0.067,2.155
2019-04-13 07:00,2019-04-13 08:00,0.262,0.191,0.098,4.332
2019-04-13 08:00,2019-04-13 09:00,0.410,0.334,0.123,6.135
2019-04-13 09:00,2019-04-13 10:00,0.499,0.405,0.159,7.017
2019-04-13 10:00,2019-04-13 11:00,0.518,0.388,0.202,7.529
2019-04-13 11:00,2019-04-13 12:00,0.534,0.388,0.223,7.833
2019-04-13 12:00,2019-04-13 13:00,0.532,0.383,0.226,8.080
2019-04-13 13:00,2019-04-13 14:00,0.494,0.346,0.217,8.142
2019-04-13 14:00,2019-04-13 15:00,0.442,0.307,0.191,8.126
2019-04-13 15:00,2019-04-13 16:00,0.330,0.205,0.164,7.887
2019-04-13 16:00,2019-04-13 17:00,0.224,0.130,0.122,7.361
2019-04-13 17:00,2019-04-13 18:00,0.089,0.034,0.075,6.267
2019-04-13 18:00,2019-04-13 19:00,0.007,0,0.016,3.905
2019-04-13 19:00,2019-04-13 20:00,0,0,0,2.373
2019-04-13 20:00,2019-04-13 21:00,0,0,0,1.730
2019-04-13 21:00,2019-04-13 22:00,0,0,0,0.980
2019-04-13 22:00,2019-04-13 23:00,0,0,0,0.407
2019-04-13 23:00,2019-04-14 00:00,0,0,0,-0.126
2019-04-14 00:00,2019-04-14 01:00,0,0,0,-0.677
2019-04-14 01:00,2019-04-14 02:00,0,0,0,-1.037
2019-04-14 02:00,2019-04-14 03:00,0,0,0,-1.208
2019-04-14 03:00,2019-04-14 04:00,0,0,0,-1.215
2019-04-14 04:00,2019-04-14 05:00,0,0,0,-1.183
2019-04-14 05:00,2019-04-14 06:00,0.007,0,0.016,-0.777
2019-04-14 06:00,2019-04-14 07:00,0.097,0.043,0.071,1.788
2019-04-14 07:00,2019-04-14 08:00,0.270,0.198,0.098,4.024
2019-04-14 08:00,2019-04-14 09:00,0.422,0.347,0.122,5.769
2019-04-14 09:00,2019-04-14 10:00,0.500,0.405,0.161,6.700
2019-04-14 10:00,2019-04-14 11:00,0.577,0.487,0.178,7.568
2019-04-14 11:00,2019-04-14 12:00,0.605,0.507,0.196,8.188
2019-04-14 12:00,2019-04-14 13:00,0.495,0.313,0.251,8.310
2019-04-14 13:00,2019-04-14 14:00,0.296,0.090,0.242,7.928
2019-04-14 14:00,2019-04-14 15:00,0.307,0.118,0.225,8.004
2019-04-14 15:00,2019-04-14 16:00,0.345,0.217,0.169,7.910
2019-04-14 16:00,2019-04-14 17:00,0.233,0.138,0.123,7.284
2019-04-14 17:00,2019-04-14 18:00,0.091,0.032,0.079,6.263
2019-04-14 18:00,2019-04-14 19:00,0.005,0,0.014,4.677
2019-04-14 19:00,2019-04-14 20:00,0,0,0,3.585
2019-04-14 20:00,2019-04-14 21:00,0,0,0,3.103
2019-04-14 21:00,2019-04-14 22:00,0,0,0,2.634
2019-04-14 22:00,2019-04-14 23:00,0,0,0,2.593
2019-04-14 23:00,2019-04-15 00:00,0,0,0,2.703
2019-04-15 00:00,2019-04-15 01:00,0,0,0,3.012
2019-04-15 01:00,2019-04-15 02:00,0,0,0,3.141
2019-04-15 02:00,2019-04-15 03:00,0,0,0,2.898
2019-04-15 03:00,2019-04-15 04:00,0,0,0,2.846
2019-04-15 04:00,2019-04-15 05:00,0,0,0,3.247
2019-04-15 05:00,2019-04-15 06:00,0.007,0,0.016,3.478
2019-04-15 06:00,2019-04-15 07:00,0.097,0.048,0.068,4.770
2019-04-15 07:00,2019-04-15 08:00,0.288,0.240,0.081,6.753
2019-04-15 08:00,2019-04-15 09:00,0.475,0.457,0.084,8.657
2019-04-15 09:00,2019-04-15 10:00,0.604,0.617,0.094,10.025
2019-04-15 10:00,2019-04-15 11:00,0.693,0.739,0.100,11.020
2019-04-15 11:00,2019-04-15 12:00,0.743,0.815,0.101,11.692
2019-04-15 12:00,2019-04-15 13:00,0.738,0.808,0.104,12.072
2019-04-15 13:00,2019-04-15 14:00,0.661,0.683,0.117,12.114
2019-04-15 14:00,2019-04-15 15:00,0.530,0.485,0.136,11.760
2019-04-15 15:00,2019-04-15 16:00,0.337,0.228,0.155,11.036
2019-04-15 16:00,2019-04-15 17:00,0.204,0.106,0.127,10.259
2019-04-15 17:00,2019-04-15 18:00,0.077,0.021,0.076,9.280
2019-04-15 18:00,2019-04-15 19:00,0.006,0,0.016,7.705
2019-04-15 19:00,2019-04-15 20:00,0,0,0,6.500
2019-04-15 20:00,2019-04-15 21:00,0,0,0,5.917
2019-04-15 21:00,2019-04-15 22:00,0,0,0,5.592
2019-04-15 22:00,2019-04-15 23:00,0,0,0,5.625
2019-04-15 23:00,2019-04-16 00:00,0,0,0,5.864
2019-04-16 00:00,2019-04-16 01:00,0,0,0,6.092
2019-04-16 01:00,2019-04-16 02:00,0,0,0,6.114
2019-04-16 02:00,2019-04-16 03:00,0,0,0,6.041
2019-04-16 03:00,2019-04-16 04:00,0,0,0,5.950
2019-04-16 04:00,2019-04-16 05:00,0,0,0,5.927
2019-04-16 05:00,2019-04-16 06:00,0.002,0,0.010,6.096
2019-04-16 06:00,2019-04-16 07:00,0.034,0.002,0.048,7.080
2019-04-16 07:00,2019-04-16 08:00,0.103,0.011,0.113,7.985
2019-04-16 08:00,2019-04-16 09:00,0.234,0.064,0.202,9.555
2019-04-16 09:00,2019-04-16 10:00,0.314,0.108,0.249,11.151
2019-04-16 10:00,2019-04-16 11:00,0.352,0.121,0.282,12.529
2019-04-16 11:00,2019-04-16 12:00,0.337,0.096,0.293,13.486
2019-04-16 12:00,2019-04-16 13:00,0.282,0.056,0.270,13.831
2019-04-16 13:00,2019-04-16 14:00,0.235,0.035,0.237,13.791
2019-04-16 14:00,2019-04-16 15:00,0.193,0.025,0.200,13.522
2019-04-16 15:00,2019-04-16 16:00,0.148,0.017,0.159,13.119
2019-04-16 16:00,2019-04-16 17:00,0.099,0.010,0.113,12.524
2019-04-16 17:00,2019-04-16 18:00,0.050,0.004,0.065,11.527
2019-04-16 18:00,2019-04-16 19:00,0.006,0,0.016,9.524
2019-04-16 19:00,2019-04-16 20:00,0,0,0,8.056
2019-04-16 20:00,2019-04-16 21:00,0,0,0,7.326
2019-04-16 21:00,2019-04-16 22:00,0,0,0,6.840
2019-04-16 22:00,2019-04-16 23:00,0,0,0,6.686
2019-04-16 23:00,2019-04-17 00:00,0,0,0,6.647
2019-04-17 00:00,2019-04-17 01:00,0,0,0,6.274
2019-04-17 01:00,2019-04-17 02:00,0,0,0,5.300
2019-04-17 02:00,2019-04-17 03:00,0,0,0,4.390
2019-04-17 03:00,2019-04-17 04:00,0,0,0,3.601
2019-04-17 04:00,2019-04-17 05:00,0,0,0,3.405
2019-04-17 05:00,2019-04-17 06:00,0.007,0,0.017,4.231
2019-04-17 06:00,2019-04-17 07:00,0.058,0.008,0.067,5.443
2019-04-17 07:00,2019-04-17 08:00,0.186,0.078,0.132,6.654
2019-04-17 08:00,2019-04-17 09:00,0.449,0.399,0.111,9.086
2019-04-17 09:00,2019-04-17 10:00,0.575,0.563,0.116,11.883
2019-04-17 10:00,2019-04-17 11:00,0.646,0.662,0.128,14.642
2019-04-17 11:00,2019-04-17 12:00,0.669,0.685,0.144,15.837
2019-04-17 12:00,2019-04-17 13:00,0.575,0.503,0.195,16.302
2019-04-17 13:00,2019-04-17 14:00,0.496,0.379,0.214,16.533
2019-04-17 14:00,2019-04-17 15:00,0.400,0.262,0.207,16.488
2019-04-17 15:00,2019-04-17 16:00,0.312,0.188,0.176,16.173
2019-04-17 16:00,2019-04-17 17:00,0.205,0.106,0.134,15.364
2019-04-17 17:00,2019-04-17 18:00,0.091,0.031,0.083,13.647
2019-04-17 18:00,2019-04-17 19:00,0.010,0,0.021,10.817
2019-04-17 19:00,2019-04-17 20:00,0,0,0,8.921
2019-04-17 20:00,2019-04-17 21:00,0,0,0,8.004
2019-04-17 21:00,2019-04-17 22:00,0,0,0,7.263
2019-04-17 22:00,2019-04-17 23:00,0,0,0,6.928
2019-04-17 23:00,2019-04-18 00:00,0,0,0,6.847
2019-04-18 00:00,2019-04-18 01:00,0,0,0,6.904
2019-04-18 01:00,2019-04-18 02:00,0,0,0,6.940
2019-04-18 02:00,2019-04-18 03:00,0,0,0,6.974
2019-04-18 03:00,2019-04-18 04:00,0,0,0,6.930
2019-04-18 04:00,2019-04-18 05:00,0,0,0,6.907
2019-04-18 05:00,2019-04-18 06:00,0.005,0,0.014,7.053
2019-04-18 06:00,2019-04-18 07:00,0.061,0.008,0.072,8.356
2019-04-18 07:00,2019-04-18 08:00,0.178,0.061,0.144,9.808
2019-04-18 08:00,2019-04-18 09:00,0.291,0.142,0.190,12.015
2019-04-18 09:00,2019-04-18 10:00,0.418,0.273,0.213,14.198
2019-04-18 10:00,2019-04-18 11:00,0.527,0.419,0.212,15.887
2019-04-18 11:00,2019-04-18 12:00,0.579,0.495,0.210,16.976
2019-04-18 12:00,2019-04-18 13:00,0.568,0.477,0.216,17.547
2019-04-18 13:00,2019-04-18 14:00,0.507,0.388,0.223,17.641
2019-04-18 14:00,2019-04-18 15:00,0.401,0.251,0.222,17.279
2019-04-18 15:00,2019-04-18 16:00,0.271,0.119,0.198,16.509
2019-04-18 16:00,2019-04-18 17:00,0.158,0.045,0.144,15.362
2019-04-18 17:00,2019-04-18 18:00,0.068,0.010,0.079,13.720
2019-04-18 18:00,2019-04-18 19:00,0.009,0,0.020,11.573
2019-04-18 19:00,2019-04-18 20:00,0,0,0,10.134
2019-04-18 20:00,2019-04-18 21:00,0,0,0,9.437
2019-04-18 21:00,2019-04-18 22:00,0,0,0,8.696
2019-04-18 22:00,2019-04-18 23:00,0,0,0,8.069
2019-04-18 23:00,2019-04-19 00:00,0,0,0,7.515
2019-04-19 00:00,2019-04-19 01:00,0,0,0,6.961
2019-04-19 01:00,2019-04-19 02:00,0,0,0,6.425
2019-04-19 02:00,2019-04-19 03:00,0,0,0,6.059
2019-04-19 03:00,2019-04-19 04:00,0,0,0,5.930
2019-04-19 04:00,2019-04-19 05:00,0,0,0,5.825
2019-04-19 05:00,2019-04-19 06:00,0.010,0,0.021,6.391
2019-04-19 06:00,2019-04-19 07:00,0.096,0.039,0.078,8.208
2019-04-19 07:00,2019-04-19 08:00,0.263,0.196,0.101,9.911
2019-04-19 08:00,2019-04-19 09:00,0.439,0.404,0.103,12.593
2019-04-19 09:00,2019-04-19 10:00,0.583,0.601,0.102,14.856
2019-04-19 10:00,2019-04-19 11:00,0.673,0.737,0.104,16.858
2019-04-19 11:00,2019-04-19 12:00,0.708,0.795,0.108,18.359
2019-04-19 12:00,2019-04-19 13:00,0.696,0.775,0.113,19.186
2019-04-19 13:00,2019-04-19 14:00,0.654,0.716,0.111,19.462
2019-04-19 14:00,2019-04-19 15:00,0.565,0.589,0.108,19.368
2019-04-19 15:00,2019-04-19 16:00,0.428,0.406,0.106,18.838
2019-04-19 16:00,2019-04-19 17:00,0.262,0.208,0.100,17.794
2019-04-19 17:00,2019-04-19 18:00,0.106,0.055,0.077,15.862
2019-04-19 18:00,2019-04-19 19:00,0.014,0,0.026,12.619
2019-04-19 19:00,2019-04-19 20:00,0,0,0,10.319
2019-04-19 20:00,2019-04-19 21:00,0,0,0,9.354
2019-04-19 21:00,2019-04-19 22:00,0,0,0,8.507
2019-04-19 22:00,2019-04-19 23:00,0,0,0,7.742
2019-04-19 23:00,2019-04-20 00:00,0,0,0,7.046
2019-04-20 00:00,2019-04-20 01:00,0,0,0,6.414
2019-04-20 01:00,2019-04-20 02:00,0,0,0,5.898
2019-04-20 02:00,2019-04-20 03:00,0,0,0,5.504
2019-04-20 03:00,2019-04-20 04:00,0,0,0,5.150
2019-04-20 04:00,2019-04-20 05:00,0,0,0,4.779
2019-04-20 05:00,2019-04-20 06:00,0.014,0,0.026,5.379
2019-04-20 06:00,2019-04-20 07:00,0.113,0.066,0.068,7.144
2019-04-20 07:00,2019-04-20 08:00,0.314,0.281,0.072,9.169
2019-04-20 08:00,2019-04-20 09:00,0.487,0.489,0.078,12.053
2019-04-20 09:00,2019-04-20 10:00,0.609,0.653,0.087,15.137
2019-04-20 10:00,2019-04-20 11:00,0.692,0.782,0.092,17.515
2019-04-20 11:00,2019-04-20 12:00,0.730,0.849,0.094,19.176
2019-04-20 12:00,2019-04-20 13:00,0.726,0.847,0.095,19.984
2019-04-20 13:00,2019-04-20 14:00,0.682,0.781,0.093,20.376
2019-04-20 14:00,2019-04-20 15:00,0.595,0.654,0.089,20.331
2019-04-20 15:00,2019-04-20 16:00,0.462,0.475,0.084,19.829
2019-04-20 16:00,2019-04-20 17:00,0.296,0.273,0.077,18.798
2019-04-20 17:00,2019-04-20 18:00,0.120,0.084,0.064,16.775
2019-04-20 18:00,2019-04-20 19:00,0.015,0,0.028,13.121
2019-04-20 19:00,2019-04-20 20:00,0,0,0,10.458
2019-04-20 20:00,2019-04-20 21:00,0,0,0,9.175
2019-04-20 21:00,2019-04-20 22:00,0,0,0,8.074
2019-04-20 22:00,2019-04-20 23:00,0,0,0,7.238
2019-04-20 23:00,2019-04-21 00:00,0,0,0,6.599
2019-04-21 00:00,2019-04-21 01:00,0,0,0,6.098
2019-04-21 01:00,2019-04-21 02:00,0,0,0,5.675
2019-04-21 02:00,2019-04-21 03:00,0,0,0,5.302
2019-04-21 03:00,2019-04-21 04:00,0,0,0,4.872
2019-04-21 04:00,2019-04-21 05:00,0,0,0,4.375
2019-04-21 05:00,2019-04-21 06:00,0.015,0,0.027,5.141
2019-04-21 06:00,2019-04-21 07:00,0.119,0.075,0.066,8.241
2019-04-21 07:00,2019-04-21 08:00,0.316,0.288,0.070,10.106
2019-04-21 08:00,2019-04-21 09:00,0.492,0.499,0.075,12.788
2019-04-21 09:00,2019-04-21 10:00,0.620,0.678,0.081,16.014
2019-04-21 10:00,2019-04-21 11:00,0.702,0.806,0.086,18.019
2019-04-21 11:00,2019-04-21 12:00,0.740,0.870,0.089,19.153
2019-04-21 12:00,2019-04-21 13:00,0.733,0.860,0.092,19.790
2019-04-21 13:00,2019-04-21 14:00,0.687,0.788,0.091,20.014
2019-04-21 14:00,2019-04-21 15:00,0.597,0.656,0.089,19.868
2019-04-21 15:00,2019-04-21 16:00,0.464,0.476,0.084,19.434
2019-04-21 16:00,2019-04-21 17:00,0.296,0.271,0.078,18.427
2019-04-21 17:00,2019-04-21 18:00,0.121,0.082,0.067,16.423
2019-04-21 18:00,2019-04-21 19:00,0.016,0,0.029,12.714
2019-04-21 19:00,2019-04-21 20:00,0,0,0,9.957
2019-04-21 20:00,2019-04-21 21:00,0,0,0,8.610
2019-04-21 21:00,2019-04-21 22:00,0,0,0,7.485
2019-04-21 22:00,2019-04-21 23:00,0,0,0,6.714
2019-04-21 23:00,2019-04-22 00:00,0,0,0,6.217
2019-04-22 00:00,2019-04-22 01:00,0,0,0,5.890
2019-04-22 01:00,2019-04-22 02:00,0,0,0,5.680
2019-04-22 02:00,2019-04-22 03:00,0,0,0,5.561
2019-04-22 03:00,2019-04-22 04:00,0,0,0,5.457
2019-04-22 04:00,2019-04-22 05:00,0,0,0,5.332
2019-04-22 05:00,2019-04-22 06:00,0.017,0,0.029,6.204
2019-04-22 06:00,2019-04-22 07:00,0.124,0.074,0.073,9.318
2019-04-22 07:00,2019-04-22 08:00,0.258,0.179,0.114,11.193
2019-04-22 08:00,2019-04-22 09:00,0.348,0.238,0.162,13.312
2019-04-22 09:00,2019-04-22 10:00,0.456,0.355,0.182,15.760
2019-04-22 10:00,2019-04-22 11:00,0.572,0.527,0.172,17.694
2019-04-22 11:00,2019-04-22 12:00,0.624,0.616,0.164,18.902
2019-04-22 12:00,2019-04-22 13:00,0.677,0.729,0.134,19.637
2019-04-22 13:00,2019-04-22 14:00,0.651,0.703,0.121,19.867
2019-04-22 14:00,2019-04-22 15:00,0.569,0.590,0.114,19.663
2019-04-22 15:00,2019-04-22 16:00,0.437,0.414,0.110,19.178
2019-04-22 16:00,2019-04-22 17:00,0.269,0.208,0.109,18.279
2019-04-22 17:00,2019-04-22 18:00,0.093,0.029,0.089,16.535
2019-04-22 18:00,2019-04-22 19:00,0.014,0,0.027,14.078
2019-04-22 19:00,2019-04-22 20:00,0,0,0,12.526
2019-04-22 20:00,2019-04-22 21:00,0,0,0,11.775
2019-04-22 21:00,2019-04-22 22:00,0,0,0,10.981
2019-04-22 22:00,2019-04-22 23:00,0,0,0,10.328
2019-04-22 23:00,2019-04-23 00:00,0,0,0,9.876
2019-04-23 00:00,2019-04-23 01:00,0,0,0,9.498
2019-04-23 01:00,2019-04-23 02:00,0,0,0,9.155
2019-04-23 02:00,2019-04-23 03:00,0,0,0,8.604
2019-04-23 03:00,2019-04-23 04:00,0,0,0,7.909
2019-04-23 04:00,2019-04-23 05:00,0,0,0,7.286
2019-04-23 05:00,2019-04-23 06:00,0.017,0,0.030,7.848
